business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,types,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,city,verified,state,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,geo_cluster,country
0x3e67679a8d886673:0x45f2fd147ea585d,Unknown,Al Elfat Grocery,MP5F+WR5 Al Elfat Grocery - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6597657,53.7246177,4.0,4.5,Asia/Dubai,Unknown,ChIJc2aIjZpnZz4RXVjqR9EvXwQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67679a8d886673:0x45f2fd147ea585d,Indian grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67673ba2ef9083:0x51d08382b77feba,Unknown,مدينة بدع زايد,MP43+R8H مدينة بدع زايد - Zayed City - Abu Dhabi - United Arab Emirates,23.6570607,53.7033674,21.0,4.4,Asia/Dubai,Unknown,ChIJg5DvojtnZz4Ruv53KzgIHQU,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67673ba2ef9083:0x51d08382b77feba,Supermarket,10 AM-11 PM,7:30 AM-11:30 PM,7:30 AM-11:30 PM,7:30 AM-11:30 PM,7:30 AM-11:30 PM,7:30 AM-11:30 PM,7:30 AM-11:30 PM,Abu Dhabi,False,Open ⋅ Closes 11:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6769377a5bf9e3:0xe6a767760eab8a55,971506378586,Einul maraba,Einul maraba - Maraba - Abu Dhabi - United Arab Emirates,23.6160871,53.7044142,32.0,4.4,Asia/Dubai,Unknown,ChIJ4_lbejdpZz4RVYqrDnZnp-Y,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6769377a5bf9e3:0xe6a767760eab8a55,Grocery store,7 AM-12:30 AM,7 AM-12:30 AM,7 AM-12:30 AM,7 AM-12:30 AM,7 AM-12:30 AM,7 AM-12:30 AM,7 AM-12:30 AM,Abu Dhabi,True,Open ⋅ Closes 12:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67687a75e73145:0x45eb170942dd52e2,Unknown,Bada Zayed Grocery,JP83+9PF Bada Zayed Grocery - Zayed City - Abu Dhabi - United Arab Emirates,23.6159423,53.704304,57.0,4.1,Asia/Dubai,Unknown,ChIJRTHndXpoZz4R4lLdQgkX60U,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67687a75e73145:0x45eb170942dd52e2,Grocery store,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Abu Dhabi,False,Open 24 hours,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,United Arab Emirates
0x3e676449761b4841:0xf60d3c39fc0c196a,97128849294,Al Tazur Grocery بقالة التازر,JJXG+C7H Al Tazur Grocery بقالة التازر - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6485564,53.6257349,1.0,5.0,Asia/Dubai,Unknown,ChIJQUgbdklkZz4RahkM_Dk8DfY,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676449761b4841:0xf60d3c39fc0c196a,Grocery store,7 AM-11:45 PM,7 AM-11:45 PM,7 AM-11:45 PM,7 AM-11:45 PM,7 AM-11:45 PM,7 AM-11:45 PM,7 AM-11:45 PM,Abu Dhabi,False,Open ⋅ Closes 11:45 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676952af04ec0d:0x68a3f755b9028a25,971566899786,Express jas super market,Express jas super market - 56 Al Bidayah St - Zayed City - Abu Dhabi - United Arab Emirates,23.6182452,53.7048782,23.0,4.7,Asia/Dubai,Unknown,ChIJDewEr1JpZz4RJYoCuVX3o2g,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676952af04ec0d:0x68a3f755b9028a25,Grocery store,7:30 AM-12:30 AM,7:30 AM-12:30 AM,7:30 AM-12:30 AM,7:30 AM-12:30 AM,7:30 AM-12:30 AM,7:30 AM-12:30 AM,7:30 AM-12:30 AM,Abu Dhabi,False,Open ⋅ Closes 12:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67678fb648a7b9:0xf97e672e227cf3ca,971509643678,Al Najah,Al Najah - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6574651,53.7275279,10.0,4.0,Asia/Dubai,Unknown,ChIJuadIto9nZz4RyvN8Ii5nfvk,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67678fb648a7b9:0xf97e672e227cf3ca,Grocery store,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,6 AM-12 AM,Abu Dhabi,True,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767686a68f381:0x8b3ba39f3e429f80,971544145796,Maha Liwa Baqala,Maha Liwa Baqala - Zayed City - Abu Dhabi - United Arab Emirates,23.6568957,53.721923,32.0,4.4,Asia/Dubai,Unknown,ChIJgfNoamhnZz4RgJ9CPp-jO4s,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767686a68f381:0x8b3ba39f3e429f80,Supermarket,7 AM-12 PM,7 AM-12 PM,7 AM-12 PM,7 AM-12 PM,7 AM-12 PM,7 AM-12 PM,7 AM-12 PM,Abu Dhabi,False,Closed ⋅ Opens 7 AM Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67644f5c392579:0x10e93b6bcc9476ee,Unknown,ADCS Bainoona Supermarket,ADCS Bainoona Supermarket - Madinat Za'id - Bainouna - Abu Dhabi - United Arab Emirates,23.6512508,53.6219825,67.0,3.9,Asia/Dubai,http://www.adcs.ae/,ChIJeSU5XE9kZz4R7naUzGs76RA,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67644f5c392579:0x10e93b6bcc9476ee,Supermarket,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Abu Dhabi,True,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67690035088f21:0xa93cf82403c53236,Unknown,Abudhabi,JP94+V9M Abudhabi - Zayed City - Abu Dhabi - United Arab Emirates,23.6199781,53.7060819,32.0,4.4,Asia/Dubai,Unknown,ChIJIY8INQBpZz4RNjLFAyT4PKk,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67690035088f21:0xa93cf82403c53236,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767ddb376d193:0x6f9c304a9ea36a81,97128840505,INDIAN PALACE,INDIAN PALACE - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6316514,53.7126638,9.0,3.8,Asia/Dubai,Unknown,ChIJk9F2s91nZz4RgWqjnkownG8,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767ddb376d193:0x6f9c304a9ea36a81,Grocery store,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12:30 AM,7 AM-12 AM,7 AM-12 AM,7 AM-12 AM,Abu Dhabi,True,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767477855822d:0xfde845138130b1ac,971567812101,Jahangir Alam Baqala,Jahangir Alam Baqala - Zayed City - Abu Dhabi - United Arab Emirates,23.6318429,53.7124172,4.0,5.0,Asia/Dubai,Unknown,ChIJLYJVeEdnZz4RrLEwgRNF6P0,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767477855822d:0xfde845138130b1ac,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,True,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767006bfc46a9:0xdbecac831b8f85e3,Unknown,Blue Nile lilhobob waltawabel,Blue Nile lilhobob waltawabel - 11 شارع الدِّرْكَة - Zayed City - Abu Dhabi - United Arab Emirates,23.6581192,53.7281412,32.0,4.4,Asia/Dubai,Unknown,ChIJqUb8awBnZz4R44WPG4Os7Ns,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767006bfc46a9:0xdbecac831b8f85e3,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6743ec46010315:0xc12f2743ecf7b52d,971565777369,WEST BLUE LAND BAQALA,HQ73+4V9 WEST BLUE LAND BAQALA - Camel Racing Track - Al Dhafra - Abu Dhabi - United Arab Emirates,23.5627975,53.7547487,6.0,5.0,Asia/Dubai,Unknown,ChIJFQMBRuxDZz4RLbX37EMnL8E,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6743ec46010315:0xc12f2743ecf7b52d,Grocery store,6:15 AM-11:15 PM,6:15 AM-11:15 PM,6:15 AM-11:15 PM,6:15 AM-11:15 PM,6:15 AM-11:15 PM,6:15 AM-11:15 PM,6:15 AM-11:15 PM,Abu Dhabi,False,Open ⋅ Closes 11:15 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767813f318407:0x91e367169e776d87,971508117572,Ajeryvita - Madinat Zayed,"MP8M+V54 Ajeryvita - Madinat Zayed - Madinat Zayed, Near Al Maya Supermarket - Abu Dhabi - United Arab Emirates",23.6671448,53.7329658,13.0,4.7,Asia/Dubai,https://smarthub.adm.gov.ae/login,ChIJB4QxP4FnZz4Rh213nhZn45E,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767813f318407:0x91e367169e776d87,Supermarket,7:30 AM-12:30 PM,Closed,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,7 AM-3 PM,Abu Dhabi,False,Closed ⋅ Opens 7 AM Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767868282e2fd:0x4f97850d6b759c8c,971504878582,Al Mazraa Butchery,Al Mazraa Butchery - Zayed City - Abu Dhabi - United Arab Emirates,23.6620201,53.732994,8.0,4.6,Asia/Dubai,Unknown,ChIJ_eKCgoZnZz4RjJx1aw2Fl08,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767868282e2fd:0x4f97850d6b759c8c,Grocery store,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,10 AM-11 PM,Abu Dhabi,True,Open ⋅ Closes 11 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676784d3df4471:0x68dba681e62018d4,971563331008,الأندلس لمواد البناء,الأندلس لمواد البناء - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6623955,53.7263099,2.0,5.0,Asia/Dubai,http://www.grohe.com/,ChIJcUTf04RnZz4R1Bgg5oGm22g,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676784d3df4471:0x68dba681e62018d4,Supermarket,4-10 PM,7 AM-10 PM,7:30 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,7 AM-10 PM,Abu Dhabi,True,Open ⋅ Closes 10 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6769005e543989:0xd6cf56386f0aa23a,Unknown,Dafra City,JP94+V9M Dafra City - Zayed City - Abu Dhabi - United Arab Emirates,23.6199835,53.7059995,32.0,4.4,Asia/Dubai,Unknown,ChIJiTlUXgBpZz4ROqIKbzhWz9Y,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6769005e543989:0xd6cf56386f0aa23a,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767967b03bee3:0xd5e5eedd4d517dbc,97128848600,Al raidaneya,Al raidaneya - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6356152,53.7085811,5.0,4.0,Asia/Dubai,Unknown,ChIJ474De5ZnZz4RvH1RTd3u5dU,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767967b03bee3:0xd5e5eedd4d517dbc,Supermarket,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,True,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6769818f3d00f9:0x145d5976b961dcfb,97128881066,Al Zain vegetables and fruits,"Al Zain vegetables and fruits, Marabe al dhafra - Madinat Za'id - Abu Dhabi - United Arab Emirates",23.6198048,53.7062724,18.0,5.0,Asia/Dubai,Unknown,ChIJ-QA9j4FpZz4R-9xhuXZZXRQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6769818f3d00f9:0x145d5976b961dcfb,Produce market,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Abu Dhabi,True,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676790ab4495ed:0xcddbcf042aadb23f,971566608581,Dhafra Agricultural Materials,Dhafra Agricultural Materials - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6574861,53.7207552,29.0,4.0,Asia/Dubai,Unknown,ChIJ7ZVEq5BnZz4RP7KtKgTP280,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676790ab4495ed:0xcddbcf042aadb23f,Supermarket,8 AM-11:30 PM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Abu Dhabi,False,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67421905d19219:0x5654858152a792ee,Unknown,Race Grocery,HQ64+P4X Race Grocery - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.5618638,53.7553664,3.0,4.3,Asia/Dubai,Unknown,ChIJGZLRBRlCZz4R7pKnUoGFVFY,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67421905d19219:0x5654858152a792ee,Supermarket,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67644528384083:0x6c270ff819fbff33,97128849478,Saeed Mohd Grocery,MJ39+57X Saeed Mohd Grocery - Madinat Za'id - Bainouna - Abu Dhabi - United Arab Emirates,23.652982,53.618249,32.0,4.4,Asia/Dubai,Unknown,ChIJg0A4KEVkZz4RM__7GfgPJ2w,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67644528384083:0x6c270ff819fbff33,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676541f5be6d41:0xb73e91c32a346552,97128849181,Baqala Yousaf Mohammed,Baqala Yousaf Mohammed - 10 Al Qattar St - Madinat Za'id - Bainouna - Abu Dhabi - United Arab Emirates,23.648526,53.6248878,3.0,3.7,Asia/Dubai,Unknown,ChIJQW2-9UFlZz4RUmU0KsORPrc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676541f5be6d41:0xb73e91c32a346552,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767dcbd1cb8b7:0x2c518d99006a1fa6,97128870001,LuLu Hypermarket - Al Dhafra Mall,LuLu Hypermarket - Al Dhafra Mall - Liwa - Tarif Rd - MallMadinat Zayed - Abu Dhabi - United Arab Emirates,23.6387586,53.7096011,1622.0,4.3,Asia/Dubai,https://www.luluhypermarket.com/en-ae,ChIJt7gcvdxnZz4Rph9qAJmNUSw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767dcbd1cb8b7:0x2c518d99006a1fa6,"Hypermarket, Appliance store, Cell phone store, Clothing store, Fashion accessories store, Fruit and vegetable store, Indian grocery store, Kitchen supply store, Supermarket, Toy store",8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Abu Dhabi,True,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e674219a9acc12f:0x6d9fc26c2010ce8c,971501277327,WESTERN FIRST RACE BAQALA,WESTERN FIRST RACE BAQALA - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.5623473,53.7553951,39.0,4.5,Asia/Dubai,Unknown,ChIJL8GsqRlCZz4RjM4QIGzCn20,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e674219a9acc12f:0x6d9fc26c2010ce8c,Supermarket,6 AM-11:15 PM,6 AM-11:15 PM,6 AM-11:15 PM,6 AM-11:15 PM,6 AM-11:15 PM,6 AM-11:15 PM,6 AM-11:15 PM,Abu Dhabi,True,Open ⋅ Closes 11:15 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676879d867ac9d:0x84709ee1ea9afbbc,971503086968,EverGreen fresh fruits and veg,JP93+PPF EverGreen fresh fruits and veg - Zayed City - Abu Dhabi - United Arab Emirates,23.6193091,53.7043074,28.0,3.5,Asia/Dubai,Unknown,ChIJnaxn2HloZz4RvPua6uGecIQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676879d867ac9d:0x84709ee1ea9afbbc,Store,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,9 AM-12 AM,Abu Dhabi,False,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67675c9cc16d71:0x6711df5a0c561def,971526628820,الدرع للعب الاطفال,الدرع للعب الاطفال - 190 شارع الفُرُوسِيَّة - Zayed City - Abu Dhabi - United Arab Emirates,23.6669,53.7268346,32.0,4.4,Asia/Dubai,Unknown,ChIJcW3BnFxnZz4R7x1WDFrfEWc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67675c9cc16d71:0x6711df5a0c561def,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767fc57e4d3db:0xad4ff706674734ab,97128847543,ADCS SUPERMARKET DIFFA BRANCH,JPJH+XG3 ADCS SUPERMARKET DIFFA BRANCH - Zayed City - Abu Dhabi - United Arab Emirates,23.6323945,53.7288107,67.0,3.8,Asia/Dubai,http://www.adcs.ae/,ChIJ29PkV_xnZz4RqzRHZwb3T60,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767fc57e4d3db:0xad4ff706674734ab,Shopping mall,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,8 AM-12 AM,Abu Dhabi,False,Open ⋅ Closes 12 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767392631112f:0xfeb2bfc7244f9f0e,971569077574,تجارة المواد الغذائية حكاية بلد,MP5J+XMX تجارة المواد الغذائية حكاية بلد - مدينه زايد - المدينة الصناعية - حوض شرق 15 - Abu Dhabi - United Arab Emirates,23.6599967,53.7317228,32.0,4.4,Asia/Dubai,Unknown,ChIJLxExJjlnZz4RDp9PJMe_sv4,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767392631112f:0xfeb2bfc7244f9f0e,Supermarket,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67676bd09e0b19:0x8bdcb6691695170f,Unknown,White Colour Baqala,MP4F+PP8 White Colour Baqala - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.6567927,53.7243434,32.0,4.4,Asia/Dubai,Unknown,ChIJGQue0GtnZz4RDxeVFmm23Is,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67676bd09e0b19:0x8bdcb6691695170f,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676790aabd607d:0xa28bc1d5d37a0037,97128848232,Bin Barak Grocery,MP5C+37Q Bin Barak Grocery - Madinat Za'id - Abu Dhabi - United Arab Emirates,23.657704,53.720731,1.0,1.0,Asia/Dubai,Unknown,ChIJfWC9qpBnZz4RNwB609XBi6I,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676790aabd607d:0xa28bc1d5d37a0037,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676749740de21b:0x9a40093eb25e8170,Unknown,Shurook,"MP6J+CH4 Shurook, New sanayya Rd - Zayed City - Abu Dhabi - United Arab Emirates",23.6610079,53.7314486,32.0,4.4,Asia/Dubai,Unknown,ChIJG-INdElnZz4RcIFesj4JQJo,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676749740de21b:0x9a40093eb25e8170,Supermarket,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767b6d361e95d:0xc9ff90fefa81691f,Unknown,Sajees baqala,MP5H+2XV Sajees baqala - Zayed City - Abu Dhabi - United Arab Emirates,23.6576207,53.7299246,32.0,4.4,Asia/Dubai,Unknown,ChIJXelh07ZnZz4RH2mB-v6Q_8k,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767b6d361e95d:0xc9ff90fefa81691f,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767114a87852d:0x61aa54f601bca5c5,Unknown,Suitable grosary,Suitable grosary - 30 Al Hasad St - Zayed City - Abu Dhabi - United Arab Emirates,23.6504907,53.703327,32.0,4.4,Asia/Dubai,Unknown,ChIJLYWHShFnZz4RxaW8AfZUqmE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767114a87852d:0x61aa54f601bca5c5,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e676703c5c59811:0x4e122dfafd431bec,Unknown,TASTY ROASTERY,MP5G+QXV TASTY ROASTERY - Zayed City - Abu Dhabi - United Arab Emirates,23.6594904,53.727433,32.0,4.4,Asia/Dubai,Unknown,ChIJEZjFxQNnZz4R7BtD_fotEk4,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e676703c5c59811:0x4e122dfafd431bec,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e6767c216564629:0x44ca514da15b95b3,Unknown,Amisa LLC,MP6M+R6G Amisa LLC - Zayed City - Abu Dhabi - United Arab Emirates,23.6620553,53.7330765,3.0,1.7,Asia/Dubai,Unknown,ChIJKUZWFsJnZz4Rs5VboU1RykQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6767c216564629:0x44ca514da15b95b3,Grocery store,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e67678556d36947:0xd4d7f6f7b122b4dd,Unknown,K M H,MP5G+VJ3 K M H - Zayed City - Abu Dhabi - United Arab Emirates,23.6596332,53.7265529,22.0,3.5,Asia/Dubai,Unknown,ChIJR2nTVoVnZz4R3bQisff219Q,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e67678556d36947:0xd4d7f6f7b122b4dd,Supermarket,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Hours not available,Abu Dhabi,False,State information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
